fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.8333333333333333,0.24382022471910117,0.6150684931506849,0.26326530612244897,0.24457831325301208,0.41219512195121955,0.27627118644067794,0.5166666666666682,0.3270270270270269,0.5184615384615385,0.42340425531914894,7
0.3111111111111111,0.5224719101123596,0.1,0.26326530612244897,0.22530120481927712,0.13902439024390245,0.11355932203389832,0.43703703703704,0.6081081081081081,0.2723076923076923,0.37234042553191504,5
0.3555555555555556,0.30674157303370786,0.4616438356164384,0.49183673469387756,0.3795180722891567,0.25609756097560976,0.23559322033898306,0.31666666666667076,0.5540540540540538,0.4323076923076923,0.6446808510638299,6
0.4555555555555556,0.2258426966292135,0.5602739726027398,0.36122448979591837,0.49518072289156634,0.29512195121951224,0.2423728813559322,0.5666666666666675,0.3918918918918919,0.6784615384615386,0.21914893617021292,6
0.42222222222222217,0.4595505617977529,0.3739726027397261,0.36122448979591837,0.47590361445783136,0.451219512195122,0.45932203389830517,0.44814814814815207,0.48918918918918897,0.2846153846153846,0.3553191489361702,5
0.2777777777777778,0.6662921348314607,0.2315068493150685,0.36122448979591837,0.553012048192771,0.31463414634146347,0.6016949152542372,0.4185185185185232,0.5756756756756756,0.3338461538461539,0.3382978723404255,5
0.24444444444444452,0.7067415730337079,0.1,0.4265306122448981,0.35060240963855427,0.6268292682926829,0.4118644067796611,0.23148148148148132,0.6945945945945947,0.3338461538461539,0.5936170212765957,5
0.43333333333333335,0.7741573033707866,0.1,0.7857142857142855,0.6493975903614458,0.5878048780487805,0.4728813559322034,0.8305555555555725,0.8135135135135134,0.5800000000000001,0.28723404255319174,4
0.47777777777777786,0.4325842696629213,0.2205479452054795,0.4591836734693877,0.5337349397590363,0.25609756097560976,0.5135593220338983,0.5111111111111173,0.3486486486486486,0.34615384615384626,0.21914893617021292,5
0.4555555555555556,0.4775280898876405,0.4068493150684932,0.3285714285714285,0.4662650602409639,0.29512195121951224,0.3305084745762712,0.6037037037037114,0.5864864864864866,0.44461538461538463,0.3212765957446809,6
0.15555555555555556,0.2707865168539326,0.5054794520547945,0.16530612244897958,0.4373493975903615,0.31463414634146347,0.7101694915254237,0.3814814814814794,0.5108108108108106,0.4076923076923077,0.1851063829787234,5
0.6555555555555554,0.23483146067415733,0.6917808219178083,0.4591836734693877,0.35060240963855427,0.21707317073170734,0.23559322033898306,0.373148148148153,0.3486486486486486,0.34615384615384626,0.7468085106382979,6
0.5222222222222223,0.35168539325842696,0.6589041095890411,0.5571428571428572,0.22530120481927712,0.3341463414634147,0.2423728813559322,0.3444444444444459,0.5108108108108106,0.8015384615384618,0.9,7
0.4999999999999999,0.6123595505617977,0.4397260273972603,0.6877551020408164,0.553012048192771,0.5292682926829269,0.6084745762711864,0.825925925925933,0.6837837837837837,0.6046153846153847,0.5936170212765957,6
0.3222222222222222,0.6123595505617977,0.14383561643835618,0.3938775510204082,0.3795180722891567,0.451219512195122,0.2423728813559322,0.5407407407407462,0.6405405405405404,0.5184615384615385,0.28723404255319174,5
0.2111111111111111,0.5314606741573034,0.18767123287671234,0.29591836734693877,0.4084337349397591,0.35365853658536583,0.364406779661017,0.1925925925925941,0.5756756756756756,0.3584615384615386,0.49148936170212776,5
0.26666666666666666,0.6258426966292134,0.1767123287671233,0.23061224489795923,0.4566265060240965,0.1975609756097561,0.1610169491525424,0.4555555555555567,0.6405405405405404,0.4076923076923077,0.44042553191489353,5
0.4,0.5584269662921348,0.626027397260274,0.26326530612244897,0.6879518072289158,0.35365853658536583,0.7101694915254237,0.4462962962962983,0.37027027027027026,0.456923076923077,0.23617021276595754,5
0.2888888888888889,0.5853932584269663,0.1767123287671233,0.23061224489795923,0.39879518072289166,0.3926829268292683,0.4728813559322034,0.41111111111111853,0.4783783783783784,0.4323076923076923,0.20212765957446832,5
0.4,0.7831460674157305,0.1,0.5571428571428572,0.6686746987951808,0.5682926829268293,0.5135593220338983,0.5111111111111173,0.3810810810810813,0.5307692307692309,0.28723404255319174,5
0.3555555555555556,0.48651685393258437,0.3082191780821918,0.29591836734693877,0.5144578313253003,0.37317073170731707,0.28983050847457625,0.48796296296297126,0.6945945945945947,0.5307692307692309,0.40638297872340434,5
0.4,0.3426966292134832,0.5602739726027398,0.36122448979591837,0.553012048192771,0.25609756097560976,0.2016949152542373,0.3685185185185238,0.5864864864864866,0.5061538461538463,0.5936170212765957,6
0.33333333333333337,0.33370786516853934,0.4287671232876712,0.29591836734693877,0.42771084337349397,0.6853658536585365,0.5338983050847458,0.5157407407407465,0.6189189189189187,0.42000000000000004,0.23617021276595754,6
0.7666666666666666,0.3426966292134832,0.6917808219178083,0.589795918367347,0.6397590361445784,0.4902439024390244,0.7440677966101694,0.8166666666666745,0.3054054054054053,0.32153846153846155,0.23617021276595754,5
0.37777777777777777,0.4775280898876405,0.24246575342465757,0.5244897959183673,0.6590361445783124,0.5487804878048781,0.5067796610169492,0.6083333333333405,0.5864864864864866,0.44461538461538463,0.21914893617021292,5
0.42222222222222217,0.7202247191011236,0.3739726027397261,0.8183673469387756,0.4566265060240965,0.7439024390243902,0.635593220338983,0.5000000000000051,0.37027027027027026,0.21076923076923076,0.1851063829787234,5
0.42222222222222217,0.5314606741573034,0.18767123287671234,0.5571428571428572,0.26385542168674603,0.13902439024390245,0.10677966101694916,0.1462962962962919,0.4027027027027029,0.14923076923076922,0.8319148936170213,5
0.4555555555555556,0.5314606741573034,0.24246575342465757,0.5571428571428572,0.5433734939759037,0.1975609756097561,0.22203389830508474,0.6592592592592615,0.5,0.42000000000000004,0.1851063829787234,6
0.20000000000000004,0.5674157303370787,0.15479452054794524,0.3285714285714285,0.3602409638554218,0.25609756097560976,0.1745762711864407,0.34074074074073846,0.7270270270270269,0.653846153846154,0.42340425531914894,5
0.38888888888888895,0.8550561797752809,0.3191780821917809,0.36122448979591837,0.17710843373493979,0.37317073170731707,0.4661016949152542,0.39074074074074805,0.5540540540540538,0.23538461538461541,0.47446808510638305,5
0.4444444444444444,0.6213483146067416,0.352054794520548,0.36122448979591837,0.6783132530120484,0.35365853658536583,0.6084745762711864,0.5574074074074091,0.37027027027027026,0.5553846153846155,0.21914893617021292,5
0.22222222222222227,0.5314606741573034,0.18767123287671234,0.36122448979591837,0.591566265060241,0.7048780487804878,0.3576271186440678,0.33518518518518753,0.6513513513513515,0.4076923076923077,0.40638297872340434,5
0.30000000000000004,0.450561797752809,0.352054794520548,0.36122448979591837,0.41807228915662653,0.3341463414634147,0.20847457627118646,0.28703703703704186,0.5972972972972972,0.7276923076923077,0.525531914893617,6
0.6666666666666665,0.19887640449438204,0.5054794520547945,0.4265306122448981,0.2734939759036145,0.35365853658536583,0.30338983050847457,0.45000000000000584,0.4135135135135135,0.29692307692307696,0.20212765957446832,4
0.8888888888888887,0.42359550561797754,0.6917808219178083,0.5571428571428572,0.5433734939759037,0.451219512195122,0.49322033898305095,0.8074074074074162,0.27297297297297307,0.44461538461538463,0.40638297872340434,6
0.26666666666666666,0.6213483146067416,0.18767123287671234,0.5571428571428572,0.7457831325301206,0.35365853658536583,0.2423728813559322,0.4972222222222298,0.6405405405405404,0.4076923076923077,0.3553191489361702,5
0.2555555555555556,0.4595505617977529,0.2205479452054795,0.29591836734693877,0.42771084337349397,0.3341463414634147,0.3169491525423729,0.39074074074074805,0.5324324324324322,0.3338461538461539,0.20212765957446832,5
0.3666666666666667,0.4325842696629213,0.3082191780821918,0.3285714285714285,0.4566265060240965,0.275609756097561,0.3576271186440678,0.40925925925926476,0.5864864864864866,0.3584615384615386,0.2702127659574468,5
0.7,0.450561797752809,0.8013698630136986,0.49183673469387756,0.7554216867469881,0.1975609756097561,0.1610169491525424,0.5574074074074091,0.26216216216216204,0.5061538461538463,0.6276595744680853,7
0.38888888888888895,0.5314606741573034,0.1,0.5571428571428572,0.25421686746987954,0.21707317073170734,0.14745762711864407,0.47314814814815176,0.5756756756756756,0.3830769230769232,0.45744680851063846,5
0.5555555555555555,0.5224719101123596,0.363013698630137,0.7857142857142855,0.6975903614457822,0.47073170731707326,0.3779661016949153,0.6962962962963054,0.4459459459459457,0.5184615384615385,0.25319148936170216,5
0.6777777777777778,0.44157303370786527,0.5602739726027398,0.36122448979591837,0.38915662650602423,0.4902439024390244,0.4050847457627119,0.6407407407407448,0.337837837837838,0.5800000000000001,0.5765957446808511,6
0.3111111111111111,0.5134831460674157,0.2315068493150685,0.3285714285714285,0.6012048192771084,0.7439024390243902,0.9,0.40000000000000646,0.6405405405405404,0.2846153846153846,0.40638297872340434,5
0.4666666666666667,0.49550561797752823,0.14383561643835618,0.36122448979591837,0.5144578313253003,0.275609756097561,0.20847457627118646,0.5851851851851946,0.4027027027027029,0.23538461538461541,0.25319148936170216,5
0.48888888888888893,0.6078651685393259,0.20958904109589044,0.23061224489795923,0.610843373493976,0.13902439024390245,0.14067796610169492,0.5712962962962967,0.5,0.49384615384615393,0.24468085106383,6
0.4444444444444444,0.3426966292134832,0.5164383561643836,0.1979591836734694,0.283132530120481,0.275609756097561,0.2559322033898305,0.4555555555555567,0.4459459459459457,0.6046153846153847,0.28723404255319174,5
0.4,0.48651685393258437,0.4835616438356164,0.4265306122448981,0.4373493975903615,0.4902439024390244,0.5067796610169492,0.5666666666666675,0.43513513513513513,0.3830769230769232,0.1851063829787234,5
0.5888888888888889,0.6932584269662921,0.34109589041095895,0.3285714285714285,0.4662650602409639,0.1975609756097561,0.27627118644067794,0.6962962962963054,0.4459459459459457,0.3830769230769232,0.42340425531914894,6
0.3666666666666667,0.23483146067415733,0.4726027397260274,0.4591836734693877,0.2060240963855422,0.1585365853658537,0.11355932203389832,0.3537037037037043,0.5972972972972972,0.4815384615384616,0.49148936170212776,7
0.6222222222222222,0.21685393258426966,0.636986301369863,0.589795918367347,0.572289156626506,0.37317073170731707,0.2830508474576271,0.6407407407407448,0.6189189189189187,0.8015384615384618,0.3212765957446809,6
0.3555555555555556,0.4595505617977529,0.24246575342465757,0.49183673469387756,0.47590361445783136,0.7439024390243902,0.4728813559322034,0.37037037037037757,0.6297297297297298,0.42000000000000004,0.45744680851063846,6
0.2888888888888889,0.5943820224719102,0.2643835616438356,0.29591836734693877,0.8614457831325301,0.3341463414634147,0.19491525423728814,0.3814814814814794,0.6189189189189187,0.5184615384615385,0.5425531914893619,6
0.4,0.2977528089887641,0.5054794520547945,0.36122448979591837,0.5144578313253003,0.5487804878048781,0.4525423728813559,0.47407407407407354,0.5324324324324322,0.42000000000000004,0.21914893617021292,6
0.6,0.49550561797752823,0.352054794520548,0.8183673469387756,0.7072289156626507,0.802439024390244,0.6830508474576271,0.7703703703703827,0.48918918918918897,0.49384615384615393,0.3382978723404255,5
0.22222222222222227,0.5674157303370787,0.1986301369863014,0.5244897959183673,0.5048192771084339,0.37317073170731707,0.23559322033898306,0.379629629629636,0.7810810810810808,0.46923076923076923,0.6617021276595745,5
0.37777777777777777,0.5494382022471911,0.4506849315068493,0.4265306122448981,0.5144578313253003,0.21707317073170734,0.4254237288135594,0.49259259259260046,0.5540540540540538,0.3338461538461539,0.21914893617021292,5
0.2888888888888889,0.6842696629213483,0.1,0.29591836734693877,0.3602409638554218,0.7439024390243902,0.4118644067796611,0.5851851851851946,0.8351351351351352,0.5307692307692309,0.30425531914893633,5
0.30000000000000004,0.49550561797752823,0.13287671232876713,0.1979591836734694,0.553012048192771,0.7829268292682927,0.37118644067796613,0.36481481481481637,0.7378378378378375,0.39538461538461533,0.42340425531914894,5
0.8,0.5314606741573034,0.636986301369863,0.589795918367347,0.5433734939759037,0.275609756097561,0.33728813559322035,0.7518518518518557,0.3270270270270269,0.46923076923076923,0.40638297872340434,6
0.3111111111111111,0.6617977528089888,0.2315068493150685,0.29591836734693877,0.8228915662650604,0.37317073170731707,0.49322033898305095,0.4259259259259278,0.4027027027027029,0.42000000000000004,0.23617021276595754,6
0.6111111111111109,0.48651685393258437,0.2863013698630137,0.6551020408163265,0.5626506024096386,0.47073170731707326,0.41864406779661023,0.8444444444444498,0.3162162162162163,0.44461538461538463,0.21914893617021292,5
0.6333333333333333,0.30674157303370786,0.7027397260273973,0.3938775510204082,0.32168674698795185,0.17804878048780487,0.15423728813559323,0.5388888888888924,0.4459459459459457,0.6661538461538463,0.42340425531914894,5
0.47777777777777786,0.18089887640449437,0.6698630136986302,0.3285714285714285,0.591566265060241,0.25609756097560976,0.2152542372881356,0.4814814814814884,0.5540540540540538,0.5184615384615385,0.38936170212765975,5
0.4666666666666667,0.5898876404494383,0.7684931506849315,0.36122448979591837,0.8036144578313245,0.3341463414634147,0.7033898305084746,0.529629629629634,0.337837837837838,0.3584615384615386,0.16808510638297877,5
0.5888888888888889,0.5224719101123596,0.5821917808219179,0.4591836734693877,0.4084337349397591,0.4902439024390244,0.5203389830508475,0.7333333333333389,0.6621621621621621,0.46923076923076923,0.23617021276595754,5
0.3222222222222222,0.1359550561797753,0.5821917808219179,0.5244897959183673,0.3795180722891567,0.41219512195121955,0.2694915254237288,0.18518518518518945,0.5432432432432432,0.3584615384615386,0.7297872340425532,6
0.6333333333333333,0.3876404494382023,0.6041095890410959,0.4265306122448981,0.6012048192771084,0.275609756097561,0.33728813559322035,0.4722222222222301,0.3594594594594597,0.5430769230769231,0.6446808510638299,6
0.5555555555555555,0.5943820224719102,0.20958904109589044,0.6877551020408164,0.6012048192771084,0.31463414634146347,0.38474576271186445,0.70370370370371,0.5,0.3584615384615386,0.23617021276595754,6
0.5888888888888889,0.7651685393258426,0.3849315068493151,0.3285714285714285,0.4855421686746989,0.3341463414634147,0.24915254237288137,0.5407407407407462,0.43513513513513513,0.456923076923077,0.3212765957446809,5
0.23333333333333334,0.5044943820224719,0.4068493150684932,0.3938775510204082,0.18674698795180728,0.3341463414634147,0.3915254237288136,0.22777777777777386,0.6081081081081081,0.4323076923076923,0.797872340425532,5
0.711111111111111,0.42359550561797754,0.8013698630136986,0.4265306122448981,0.793975903614458,0.1975609756097561,0.19491525423728814,0.529629629629634,0.4459459459459457,0.5061538461538463,0.6106382978723404,6
0.4,0.8101123595505619,0.1767123287671233,0.3285714285714285,0.283132530120481,0.5097560975609756,0.3779661016949153,0.3675925925925918,0.7162162162162159,0.22307692307692306,0.44042553191489353,6
0.6444444444444444,0.27977528089887643,0.7465753424657534,0.4265306122448981,0.4662650602409639,0.13902439024390245,0.1610169491525424,0.7518518518518557,0.3810810810810813,0.653846153846154,0.25319148936170216,5
0.37777777777777777,0.30674157303370786,0.7575342465753424,0.5571428571428572,0.42771084337349397,0.5292682926829269,0.3576271186440678,0.48888888888889304,0.5756756756756756,0.6661538461538463,0.5085106382978724,6
0.22222222222222227,0.4056179775280899,0.4178082191780822,0.3938775510204082,0.4373493975903615,0.7048780487804878,0.7237288135593221,0.4166666666666695,0.5216216216216216,0.456923076923077,0.28723404255319174,5
0.30000000000000004,0.3606741573033708,0.4397260273972603,0.36122448979591837,0.4855421686746989,0.4902439024390244,0.4050847457627119,0.5000000000000051,0.6729729729729731,0.37076923076923085,0.23617021276595754,6
0.4111111111111112,0.20786516853932585,0.5383561643835617,0.23061224489795923,0.26385542168674603,0.29512195121951224,0.2288135593220339,0.5018518518518589,0.5108108108108106,0.7646153846153848,0.1,6
0.3555555555555556,0.5134831460674157,0.1,0.36122448979591837,0.34096385542168683,0.21707317073170734,0.13389830508474576,0.4018518518518499,0.6513513513513515,0.4076923076923077,0.5425531914893619,6
0.8555555555555556,0.5134831460674157,0.7356164383561643,0.3285714285714285,0.4084337349397591,0.17804878048780487,0.18135593220338986,0.6222222222222281,0.26216216216216204,0.46923076923076923,0.3212765957446809,6
0.3666666666666667,0.643820224719101,0.14383561643835618,0.1979591836734694,0.4566265060240965,0.23658536585365855,0.1610169491525424,0.35185185185185053,0.4459459459459457,0.34615384615384626,0.25319148936170216,5
0.3555555555555556,0.6033707865168539,0.2753424657534247,0.29591836734693877,0.47590361445783136,0.31463414634146347,0.32372881355932204,0.594444444444453,0.7054054054054053,0.5553846153846155,0.30425531914893633,6
0.7333333333333334,0.2528089887640449,0.5602739726027398,0.23061224489795923,0.5337349397590363,0.451219512195122,0.2423728813559322,0.38611111111110863,0.46756756756756734,0.5923076923076924,0.6446808510638299,6
0.2777777777777778,0.27977528089887643,0.5821917808219179,0.49183673469387756,0.3120481927710844,0.5487804878048781,0.28983050847457625,0.32962962962962633,0.4783783783783784,0.6784615384615386,0.5936170212765957,7
0.8555555555555556,0.35168539325842696,0.8123287671232877,0.4102040816326531,0.3795180722891567,0.21707317073170734,0.2423728813559322,0.6962962962963054,0.22972972972972983,0.5307692307692309,0.5425531914893619,6
0.5222222222222223,0.6617977528089888,0.29726027397260274,0.5244897959183673,0.4662650602409639,0.37317073170731707,0.38474576271186445,0.5657407407407459,0.3810810810810813,0.2723076923076923,0.2702127659574468,6
0.38888888888888895,0.49550561797752823,0.18767123287671234,0.5244897959183673,0.8228915662650604,0.35365853658536583,0.37118644067796613,0.5388888888888924,0.42432432432432454,0.5061538461538463,0.25319148936170216,6
0.6444444444444444,0.30674157303370786,0.5931506849315069,0.5244897959183673,0.610843373493976,0.47073170731707326,0.6559322033898306,0.7314814814814852,0.3270270270270269,0.22307692307692306,0.21914893617021292,5
0.42222222222222217,0.3696629213483146,0.2863013698630137,0.36122448979591837,0.42771084337349397,0.1975609756097561,0.18135593220338986,0.5481481481481508,0.4783783783783784,0.44461538461538463,0.1851063829787234,6
0.30000000000000004,0.3426966292134832,0.363013698630137,0.3938775510204082,0.7072289156626507,0.1585365853658537,0.10677966101694916,0.3092592592592558,0.6405405405405404,0.4076923076923077,0.5595744680851065,4
0.5444444444444444,0.6887640449438203,0.34109589041095895,0.4265306122448981,0.4855421686746989,0.31463414634146347,0.38474576271186445,0.5851851851851946,0.3594594594594597,0.32153846153846155,0.25319148936170216,5
0.18888888888888894,0.4056179775280899,0.1,0.3285714285714285,0.4662650602409639,0.5682926829268293,0.3576271186440678,0.23796296296296426,0.7054054054054053,0.34615384615384626,0.525531914893617,5
0.38888888888888895,0.5314606741573034,0.16575342465753426,0.36122448979591837,0.4855421686746989,0.451219512195122,0.33728813559322035,0.5268518518518586,0.5864864864864866,0.456923076923077,0.3382978723404255,6
0.43333333333333335,0.4820224719101125,0.29726027397260274,0.3285714285714285,0.49518072289156634,0.3341463414634147,0.29661016949152547,0.5481481481481508,0.48918918918918897,0.42000000000000004,0.15106382978723415,6
0.34444444444444444,0.6528089887640449,0.1,0.4265306122448981,0.49518072289156634,0.4317073170731708,0.24915254237288137,0.5898148148148238,0.6081081081081081,0.4323076923076923,0.21914893617021292,5
0.7444444444444444,0.18089887640449437,0.636986301369863,0.6224489795918366,0.572289156626506,0.29512195121951224,0.27627118644067794,0.5481481481481508,0.4027027027027029,0.5307692307692309,0.6106382978723404,6
0.6777777777777778,0.23483146067415733,0.7136986301369864,0.16530612244897958,0.17710843373493979,0.13902439024390245,0.11355932203389832,0.3175925925925925,0.337837837837838,0.32153846153846155,0.6276595744680853,6
0.6333333333333333,0.27977528089887643,0.7136986301369864,0.36122448979591837,0.42771084337349397,0.13902439024390245,0.11355932203389832,0.37592592592592855,0.3270270270270269,0.5923076923076924,0.5595744680851065,6
0.5555555555555555,0.3157303370786517,0.4726027397260274,0.23061224489795923,0.32168674698795185,0.17804878048780487,0.14067796610169492,0.4990740740740731,0.3810810810810813,0.5184615384615385,0.40638297872340434,6
0.5333333333333333,0.3426966292134832,0.5383561643835617,0.13265306122448983,0.14819277108433734,0.5682926829268293,0.39830508474576276,0.3240740740740754,0.3810810810810813,0.7153846153846154,0.47446808510638305,6
0.5222222222222223,0.37865168539325844,0.5931506849315069,0.3285714285714285,0.22530120481927712,0.1975609756097561,0.16779661016949154,0.3259259259259291,0.5432432432432432,0.5553846153846155,0.7468085106382979,6
0.34444444444444444,0.28876404494382024,0.6150684931506849,0.3938775510204082,0.4662650602409639,0.17804878048780487,0.13389830508474576,0.4185185185185232,0.5216216216216216,0.34615384615384626,0.37234042553191504,6
0.7666666666666666,0.2707865168539326,0.6808219178082192,0.4265306122448981,0.3024096385542169,0.13902439024390245,0.1271186440677966,0.41111111111111853,0.18648648648648652,0.7153846153846154,0.47446808510638305,7
0.8888888888888887,0.39662921348314606,0.636986301369863,0.16530612244897958,0.44698795180722894,0.13902439024390245,0.1,0.5203703703703757,0.3054054054054053,0.46923076923076923,0.38936170212765975,5
0.2777777777777778,0.4775280898876405,0.24246575342465757,0.36122448979591837,0.4566265060240965,0.37317073170731707,0.30338983050847457,0.5574074074074091,0.824324324324324,0.4815384615384616,0.28723404255319174,5
0.6222222222222222,0.3876404494382023,0.6150684931506849,0.5244897959183673,0.33132530120481934,0.25609756097560976,0.24915254237288137,0.6314814814814864,0.42432432432432454,0.49384615384615393,0.45744680851063846,6
0.6555555555555554,0.8325842696629214,0.34109589041095895,0.8183673469387756,0.7361445783132532,0.29512195121951224,0.6423728813559322,0.9,0.6297297297297298,0.4815384615384616,0.5425531914893619,4
0.33333333333333337,0.21685393258426966,0.5054794520547945,0.5244897959183673,0.33132530120481934,0.29512195121951224,0.33728813559322035,0.28796296296296364,0.7270270270270269,0.6784615384615386,0.7297872340425532,7
0.6888888888888889,0.24382022471910117,0.6917808219178083,0.589795918367347,0.7361445783132532,0.17804878048780487,0.188135593220339,0.6962962962963054,0.43513513513513513,0.46923076923076923,0.23617021276595754,5
0.33333333333333337,0.3426966292134832,0.4506849315068493,0.29591836734693877,0.35060240963855427,0.7439024390243902,0.4661016949152542,0.5425925925925998,0.6621621621621621,0.653846153846154,0.30425531914893633,5
0.33333333333333337,0.5134831460674157,0.6917808219178083,0.3938775510204082,0.8228915662650604,0.13902439024390245,0.12033898305084746,0.547222222222229,0.5216216216216216,0.39538461538461533,0.37234042553191504,4
0.47777777777777786,0.32471910112359553,0.4506849315068493,0.29591836734693877,0.3602409638554218,0.5878048780487805,0.4050847457627119,0.3037037037037049,0.5756756756756756,0.5800000000000001,0.6276595744680853,6
0.30000000000000004,0.5584269662921348,0.11095890410958904,0.49183673469387756,0.4566265060240965,0.35365853658536583,0.32372881355932204,0.36481481481481637,0.5324324324324322,0.34615384615384626,0.45744680851063846,6
0.37777777777777777,0.48651685393258437,0.3301369863013699,0.4265306122448981,0.4084337349397591,0.21707317073170734,0.24915254237288137,0.47407407407407354,0.46756756756756734,0.37076923076923085,0.2702127659574468,5
0.4555555555555556,0.5314606741573034,0.3739726027397261,0.4265306122448981,0.8614457831325301,0.25609756097560976,0.3169491525423729,0.4518518518518595,0.3270270270270269,0.34615384615384626,0.28723404255319174,5
0.38888888888888895,0.4325842696629213,0.3849315068493151,0.3285714285714285,0.32168674698795185,0.25609756097560976,0.2694915254237288,0.49259259259260046,0.5864864864864866,0.4815384615384616,0.25319148936170216,5
0.3111111111111111,0.5044943820224719,0.12191780821917808,0.36122448979591837,0.41807228915662653,0.41219512195121955,0.23559322033898306,0.41388888888889397,0.5540540540540538,0.44461538461538463,0.3553191489361702,5
0.38888888888888895,0.895505617977528,0.2643835616438356,0.3938775510204082,0.7072289156626507,0.29512195121951224,0.27627118644067794,0.4407407407407474,0.4135135135135135,0.2846153846153846,0.3212765957446809,5
0.48888888888888893,0.46853932584269675,0.34109589041095895,0.36122448979591837,0.6879518072289158,0.21707317073170734,0.2423728813559322,0.5018518518518589,0.3810810810810813,0.3830769230769232,0.3553191489361702,6
0.3555555555555556,0.4146067415730337,0.6041095890410959,0.4265306122448981,0.8228915662650604,0.21707317073170734,0.19491525423728814,0.4805555555555564,0.5108108108108106,0.46923076923076923,0.40638297872340434,5
0.34444444444444444,0.42359550561797754,0.4506849315068493,0.3938775510204082,0.32168674698795185,0.6853658536585365,0.4254237288135594,0.5555555555555658,0.48918918918918897,0.49384615384615393,0.3212765957446809,7
0.4111111111111112,0.2977528089887641,0.5602739726027398,0.36122448979591837,0.553012048192771,0.23658536585365855,0.188135593220339,0.3870370370370406,0.5432432432432432,0.4323076923076923,0.5595744680851065,6
0.3111111111111111,0.48651685393258437,0.24246575342465757,0.4265306122448981,0.44698795180722894,0.37317073170731707,0.29661016949152547,0.4277777777777816,0.5540540540540538,0.42000000000000004,0.2702127659574468,6
0.7888888888888889,0.2977528089887641,0.5931506849315069,0.36122448979591837,0.5144578313253003,0.1975609756097561,0.1610169491525424,0.6962962962963054,0.1,0.5061538461538463,0.1851063829787234,6
0.43333333333333335,0.648314606741573,0.1,0.5244897959183673,0.5048192771084339,0.31463414634146347,0.22203389830508474,0.6203703703703743,0.5756756756756756,0.26,0.25319148936170216,4
0.4555555555555556,0.5764044943820226,0.20958904109589044,0.6551020408163265,0.5819277108433736,0.41219512195121955,0.3305084745762712,0.6250000000000036,0.4783783783783784,0.37076923076923085,0.23617021276595754,5
0.4999999999999999,0.4775280898876405,0.3849315068493151,0.5244897959183673,0.6590361445783124,0.21707317073170734,0.2694915254237288,0.5851851851851946,0.45675675675675675,0.4323076923076923,0.20212765957446832,6
0.4,0.4595505617977529,0.3739726027397261,0.3285714285714285,0.5048192771084339,0.35365853658536583,0.3169491525423729,0.6592592592592615,0.6297297297297298,0.49384615384615393,0.15106382978723415,6
0.2777777777777778,0.5134831460674157,0.18767123287671234,0.29591836734693877,0.6590361445783124,0.37317073170731707,0.5,0.4277777777777816,0.46756756756756734,0.3584615384615386,0.1851063829787234,5
0.37777777777777777,0.5584269662921348,0.13287671232876713,0.36122448979591837,0.49518072289156634,0.6073170731707317,0.35084745762711866,0.4166666666666695,0.6405405405405404,0.4815384615384616,0.47446808510638305,6
